c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment
60916,Customer#000060916,"egoyBjoafev,LJKx4K3yHT9Z2CI3",10,20-501-319-8724,3428.33,FURNITURE
128944,Customer#000128944,"iyvwfcZvUt3T0WBpDYyjKuRB2Ha,HD1Ue0Z",0,10-985-642-8102,5665.63,AUTOMOBILE
43891,Customer#000043891,"QVMPCq,cxlpFrq2Uc",4,14-184-493-4120,8426.95,HOUSEHOLD
2996,Customer#000002996,clN0j1BoxO1SB1,17,27-412-836-3763,925.11,FURNITURE
77965,Customer#000077965,"wAu Ipd7s6aFbE0PyCPZZ,",8,18-636-618-8084,1117.15,FURNITURE
117332,Customer#000117332,OVzmYmuzNKa2Q157n,22,32-639-625-8398,6783.27,MACHINERY
142424,Customer#000142424,vmTaZRvmkrmf1wYil AzH,21,31-906-857-5526,8953.50,MACHINERY
142636,Customer#000142636,u63T0NJlRZP6J4L,14,24-617-735-2244,8350.19,FURNITURE
117031,Customer#000117031,JlOKOV9cje5QUshzkwmYVIO1xwnpPxBmEM6tsD,0,10-500-117-3322,3417.32,AUTOMOBILE
103040,Customer#000103040,KQzR9 qNYmtcq2Xg8VHs2m9llH,12,22-627-927-1708,6381.12,FURNITURE
709,Customer#000000709,drDnC6YXTJgcdfJkpbhrQ7z7XmCsoym2t22jwg,18,28-117-812-5493,-867.94,BUILDING
76210,Customer#000076210,"qn8kOxfTwG6UMh7,u45e,bzslNNssXcxrdj8S",23,33-515-838-5714,7732.11,HOUSEHOLD
42025,Customer#000042025,"GQvaRJn5KZsJnGZnTzzK,VyzzKTHCbcjAX",5,15-720-504-2066,345.92,MACHINERY
119200,Customer#000119200,fDWtCP82mA0pnbYe9BGOYuXIYww BHq8gY,11,21-195-787-7148,2248.29,MACHINERY
118306,Customer#000118306,FvOtcT XYBuSPJl ghYWFlk,15,25-724-826-9373,9052.87,MACHINERY
131662,Customer#000131662,eOBglz6hYWK5cmmc P0tz3aH2,21,31-336-415-6930,820.37,BUILDING
40387,Customer#000040387,8ESInXtdKedfIUfXTKmW3b,15,25-819-997-5278,6944.77,BUILDING
100042,Customer#000100042,PHE0RUOP6A 6Bmzbt4L23R6yt87qOCXg2eIK,7,17-682-140-3720,2416.36,BUILDING
6617,Customer#000006617,"gkz18C,mxfkSot1U zHcc8E",18,28-955-200-3871,3008.53,MACHINERY
37126,Customer#000037126,"RGc1w0IaFq6bHwSX,iLEXS",10,20-606-276-2896,590.63,FURNITURE
98102,Customer#000098102,"Yw8R9544RB968A,lx2MJ9GWc",14,24-753-152-2101,5195.68,AUTOMOBILE
54208,Customer#000054208,CZLV9P48kC31CkmlA2iZZBm OiajIfVpK21,10,20-428-177-5535,1921.79,AUTOMOBILE
111088,Customer#000111088,PnmfgIR5XJr0wABl,17,27-787-315-4861,6257.23,FURNITURE
129235,Customer#000129235,xb9mYG1K42a4upEKKkBvTp0i9 d7Dn,16,26-451-277-5971,7788.40,MACHINERY
43975,Customer#000043975,BV8siHOhErftr3QpPnvnQVWCKq,6,16-508-540-3505,5236.01,MACHINERY
37058,Customer#000037058,I2j0qbBC84UnnmOvs0kRJUQ00Mr6bt7my6e,0,10-163-599-2611,-386.25,HOUSEHOLD
57133,Customer#000057133,Pe1TlZvlbFJyWV6DAmFtX ,11,21-578-241-2385,7273.73,HOUSEHOLD
39604,Customer#000039604,dm6SfS9Ize6ARB2q937EAoobVCguL2,0,10-819-154-4262,2785.04,MACHINERY
114019,Customer#000114019,jfrV Ibb7GAGI9Eo,11,21-887-360-5450,4073.39,MACHINERY
33911,Customer#000033911,lrS DsPBnEERjjROMK292kVgLEQv1EzK,15,25-433-878-3919,-363.32,FURNITURE
21686,Customer#000021686,"qd8WydGSDlJ8KPvJyn6iT,sg",12,22-198-424-2910,8562.18,HOUSEHOLD
12959,Customer#000012959,"fGZ,iQja vtYpfhLFnF SCoINg1bt",0,10-218-480-2364,2610.74,MACHINERY
51925,Customer#000051925,Ew2EV0 9iKqmad7lh0phb25mYhhY3MrAZe,14,24-962-774-2436,6985.70,HOUSEHOLD
69577,Customer#000069577,U4iVZwi2xWk8,3,13-936-582-9114,7444.70,BUILDING
68149,Customer#000068149,jNFyNGXWhJzoSlDOue36cHSfUuQPERP,18,28-941-461-7881,-904.27,AUTOMOBILE
141592,Customer#000141592,QuiGPMlr2kGsKp9dLgW6yIuHP,10,20-787-166-5385,1061.84,HOUSEHOLD
79687,Customer#000079687,3pq3J1ZB72FUAas5W6CxIv3bAp,20,30-318-520-7057,9716.46,AUTOMOBILE
108880,Customer#000108880,Mpp jqPUaWEaK,0,10-639-676-9960,1217.07,HOUSEHOLD
20227,Customer#000020227,ChxzbbIlSsDr8A8HOc9fi0m2UpAxw,7,17-199-650-6276,8297.91,FURNITURE
88867,Customer#000088867,"ZvrNeQIBjtQJ9s7YD ,MseZJIB",8,18-953-170-2741,2358.86,BUILDING
94790,Customer#000094790,9pwzf6CDfQB2NMsV06cl,12,22-795-742-3195,4636.71,AUTOMOBILE
39775,Customer#000039775,gLnTau9XApvmpmVkrvrffV,16,26-355-732-8408,971.71,HOUSEHOLD
737,Customer#000000737,NdjG1k243iCLSoy1lYqMIrpvuH1Uf75,18,28-658-938-1102,2501.74,AUTOMOBILE
22561,Customer#000022561,ETz3c7EG4WbzTwaGHoy14,8,18-159-731-2896,4353.84,AUTOMOBILE
73229,Customer#000073229,"KHgv6mMfqW0,BzEFCCi6dgty3U98LdmIpIpSthV",4,14-450-900-6892,3609.37,FURNITURE
92981,Customer#000092981,hLhjpZLorltiy4bNdo8kuG9f lqQR,0,10-202-951-2845,9774.75,BUILDING
75211,Customer#000075211,5tD3IcAGPkKpMwmyLrdTstzPfe16cNdCE06YfPK,22,32-231-427-7302,6725.02,FURNITURE
16754,Customer#000016754,Q4Ti7F2T3JOZ0NW8SDvbaFyzxEEGyXB3,8,18-602-680-6779,-84.53,FURNITURE
96071,Customer#000096071,"ubc7LHinfLv0HIi,KM,ry,Jx9Z9HWU2EG8",18,28-816-240-9588,707.16,AUTOMOBILE
42184,Customer#000042184,OFCKhTkkqLauQffNHZy7m7u,0,10-138-615-6980,7220.87,HOUSEHOLD
106585,Customer#000106585,YfuNT5aIAeH1L,12,22-941-907-7793,6088.62,HOUSEHOLD
143189,Customer#000143189,xBlCvGxPpjJ7,21,31-929-486-8715,5480.68,HOUSEHOLD
91861,Customer#000091861,2GLf8RCNRyPmVCyrQW,11,21-525-265-3689,6026.28,AUTOMOBILE
118235,Customer#000118235,"jhxi4Nm1vrgm2tKPxwjNj,c3xNj,7ggdy",23,33-671-509-2709,-314.64,MACHINERY
30418,Customer#000030418,p90ZLqAxoFdvzreWAj4BLOaQPmGrERW,1,11-535-568-2645,1406.97,HOUSEHOLD
18470,Customer#000018470,"WBRpJSGBj7d46kIBbU4TCkh4dZxSws,nTmW",18,28-672-675-4364,2559.02,MACHINERY
101627,Customer#000101627,ZBn sOnSOi4N6iNjs4OLpyyjOdUPigLvm00ZNEj,24,34-564-943-8271,978.51,AUTOMOBILE
129209,Customer#000129209,S588jafS4WH,21,31-173-631-4831,7003.68,MACHINERY
130264,Customer#000130264,ua1r7Vkwe8Wogb,13,23-741-952-4074,5628.10,MACHINERY
146488,Customer#000146488,"Ck8upJZqrStgca2PLNo2,AHVXMUDkq Ao1ysjKv",15,25-229-403-7787,5378.46,AUTOMOBILE
11818,Customer#000011818,"eT58IPYI,CtM",2,12-793-965-7445,855.79,MACHINERY
30862,Customer#000030862,oPd5MJDNKg6CxqRH1vLKwDOzAYMdcu,11,21-664-625-8335,9859.43,MACHINERY
20230,Customer#000020230,OtG68q9s0ivHDvM9zUS,13,23-532-498-5025,5229.30,FURNITURE
67111,Customer#000067111,jKMaPkeWbVZmEIhxhb,8,18-351-479-2460,4169.43,FURNITURE
49067,Customer#000049067,xabya8KNxkp1NiR,4,14-706-619-1466,814.67,FURNITURE
133100,Customer#000133100,m8oYcptObaQxERxtCMjm9rJazmtoA,7,17-480-366-8701,3484.09,HOUSEHOLD
51703,Customer#000051703,"HTza8ZPSldzqOSF,M,u Yuu,7ZJeuJ",12,22-863-775-9225,542.48,BUILDING
107086,Customer#000107086,Qf6TBtLzLl1U7Z2qTba8i18R,13,23-861-119-9368,3252.75,BUILDING
49481,Customer#000049481,sTIQ0cXWzqdzShjbfXiUY3P8tF0UvQLXoP9,9,19-385-395-7302,1312.58,AUTOMOBILE
142063,Customer#000142063,"vQg,rJiau2wHQwZa1SPxUCds0mC YL",19,29-131-771-4033,9360.96,FURNITURE
13717,Customer#000013717,"YUUk0z,vNMTvBK4 MVBL42GkXBtD",16,26-353-576-2495,8228.77,AUTOMOBILE
77581,Customer#000077581,LGoOIDx6nhpH N92F,6,16-377-756-5240,-37.79,AUTOMOBILE
120127,Customer#000120127,F2DOztBeoaGriywnQtmcLYzPvf6Hg fkoHqCyDAX,20,30-379-327-6095,1862.88,BUILDING
47866,Customer#000047866,"Tc2aS,O28HDXwqPkhe2vhk",21,31-812-799-5449,6491.25,MACHINERY
78985,Customer#000078985,J7aW0lXHuKC9kHCBG vBQjOpIatrMi0d2xN,11,21-100-993-8055,3545.49,MACHINERY
7216,Customer#000007216,"IZW0GoLe73JM,OvIxmMfbaEi",21,31-332-852-2633,9616.15,FURNITURE
42670,Customer#000042670,zC7Qr8exzq4a3E,2,12-807-855-7350,6169.36,FURNITURE
123397,Customer#000123397,slx4X1 4e7Qaag0eutujUfCd r5WYNJqcCzOGW,4,14-496-805-3765,8739.36,HOUSEHOLD
50921,Customer#000050921,"bPMFDy1U,UqW0oUhrLrhyF4aghxUe",17,27-738-711-2041,9981.43,MACHINERY
26806,Customer#000026806,2XhuF45GTQp5,0,10-351-658-7648,4700.14,MACHINERY
140200,Customer#000140200,"bxNOPtQyncsA,XVJh0uCqhFqT,KZixqaFs,",4,14-874-927-4351,5658.19,AUTOMOBILE
5152,Customer#000005152,"sSvgQ24nw,V x8bUexEGHIam N",11,21-339-133-4960,8530.63,BUILDING
89897,Customer#000089897,WTTtL6JG6Ueoj3aziUlERR,9,19-359-145-8991,9627.44,MACHINERY
68461,Customer#000068461,wTOlMsYUGm0HM1 DVovewQ78lzeM18wmx,5,15-821-568-6216,-992.59,MACHINERY
73081,Customer#000073081,"IwsV4dgelg8 ,hQUqCb8eX4tyW3xX1EWaeWc2",10,20-566-486-8077,1137.00,BUILDING
113122,Customer#000113122,QbUGjpLfRGB8FzNikPdNpzSAaGcIvub,2,12-393-208-8088,2788.99,MACHINERY
105217,Customer#000105217,",TTBTWlVAH9hiXnk0ixoUKc",21,31-644-439-4353,9486.21,HOUSEHOLD
37507,Customer#000037507,HMtoNAVwORpP,16,26-874-984-1267,4100.82,HOUSEHOLD
4126,Customer#000004126,pjM4bnqnKhP,8,18-570-640-5612,9142.71,MACHINERY
44210,Customer#000044210,sXMEdNQPVmU5kaN3skyNVTe,23,33-278-581-9639,2489.71,HOUSEHOLD
41155,Customer#000041155,"1frp3,f0,9iSxq0eiTNRm4RqGc3J",7,17-967-452-1563,6983.24,AUTOMOBILE
64706,Customer#000064706,"t2suhWF4lgaayYdsxnlqONckxQHHG,meJCHFb",17,27-311-900-5335,1311.50,AUTOMOBILE
40423,Customer#000040423,OcfKAVGB0o0SgK6yGpPAIPO3 7sku wRu9mmPR4k,2,12-232-478-1830,6191.55,FURNITURE
125416,Customer#000125416,UKAZ4FD1Ggd9,22,32-253-685-7151,989.44,FURNITURE
6437,Customer#000006437,pZ639dzBsf14zfwauL0jOSYTGQ870YRctiD,23,33-994-170-5321,-282.52,AUTOMOBILE
27229,Customer#000027229,ADJsFmwxqudEMk7FwUTw,15,25-179-172-7711,9146.19,FURNITURE
115210,Customer#000115210,gHFFJUR7M6lY,21,31-857-977-6506,2330.89,HOUSEHOLD
124582,Customer#000124582,NzGtjO0ZpnOY1H ,6,16-431-357-9707,-456.51,BUILDING
84469,Customer#000084469,6Eu5DjNRMRn5gFuD,10,20-401-349-8717,2374.41,MACHINERY
107134,Customer#000107134,Sj9a5OnXiGCCcHWDB,21,31-350-396-3002,5147.18,AUTOMOBILE
39596,Customer#000039596,"JgWvM,Zw3SKXUaXOiXSjgMDV7HIrDSFHV5r",0,10-962-180-6415,1446.39,HOUSEHOLD
64579,Customer#000064579,LMGCtJIkpwdaMeq9bGfsQrS,2,12-895-679-1482,5038.01,MACHINERY
119278,Customer#000119278,zS0YW20WJjqN387blDql3xcl47tR9qD,9,19-698-453-8580,-912.38,BUILDING
25540,Customer#000025540,SZLPX1nbG4Ba5PBvdwTRcQPiL62WKvwOxS,24,34-319-821-5596,5193.67,HOUSEHOLD
70957,Customer#000070957,CQKoCZu Vjm,0,10-412-820-3310,1268.94,FURNITURE
27077,Customer#000027077,"lMM,llDdCv3tmHNyzAXsPIkFFC38Bgxl",16,26-453-936-9094,5690.34,HOUSEHOLD
86402,Customer#000086402,"JUS,BLGlMf0 gQ",15,25-394-526-7909,1215.50,AUTOMOBILE
59171,Customer#000059171,FHEmhVEcwjLvdrH6ecQt 38sWi,2,12-294-775-5700,4464.20,BUILDING
136081,Customer#000136081,EyCCyqYR0iwoRwvSTqEGu67kaR,7,17-718-207-3743,9077.20,BUILDING
14650,Customer#000014650,6BfXwEJpzHOA U,5,15-611-432-3639,5423.62,HOUSEHOLD
24028,Customer#000024028,xL1Vq1uFzXgeJAU,24,34-544-151-8475,9690.17,MACHINERY
83645,Customer#000083645,1vzQCKazUwRXm2Ewm1pFTYTMg,15,25-100-549-8129,8756.68,HOUSEHOLD
41746,Customer#000041746,KaM4rULTb1T7ICo2KGVy VaOwD0mStm2YP,8,18-144-938-7340,477.23,HOUSEHOLD
26818,Customer#000026818,Y4rBOsiKgKrh,18,28-108-699-9151,7239.37,HOUSEHOLD
127465,Customer#000127465,mzb3jcaIeDz dQI4ZSZLlF8sfbdyBAzdLwFg,11,21-574-386-6856,8366.85,HOUSEHOLD
50041,Customer#000050041,"5syid1YUh,Qc",1,11-834-129-6720,7220.61,BUILDING
36200,Customer#000036200,3j2AbidmZF,12,22-981-630-8898,7769.26,AUTOMOBILE
71941,Customer#000071941,"YP,fO1AF2JM4uWYDrQmc8TAE0VVOpF",14,24-314-680-1755,1639.42,BUILDING
104695,Customer#000104695,taDHYFYeCib0u,2,12-236-808-2197,3876.94,MACHINERY
111119,Customer#000111119,"vWIFrn,u3KYae,WEdsyn,R0vlT,zq",6,16-297-463-2597,1316.81,HOUSEHOLD
29870,Customer#000029870,ne2O5C27dtp8,9,19-123-972-5454,666.48,FURNITURE
39107,Customer#000039107,xwwx460UvW8r5NOxQjJ,5,15-113-912-1433,9296.17,AUTOMOBILE
90055,Customer#000090055,"uo0LAsToPxR,9N4r4rvfX",0,10-752-205-6946,-537.06,AUTOMOBILE
142720,Customer#000142720,"N6,GWlDb9sXl8dKPpR9x7 MI",13,23-886-719-8326,-822.75,HOUSEHOLD
54533,Customer#000054533,wWpfgxJmyY4nhZ8zFY,9,19-441-482-7325,2025.26,FURNITURE
58948,Customer#000058948,zXO02acv9zVqLtgQjDmRdHHOLMFbto,12,22-204-431-4534,5346.32,AUTOMOBILE
106723,Customer#000106723,"I,,TNf KIm97hB",2,12-565-657-7257,4724.27,FURNITURE
54706,Customer#000054706,FKJObegxTYU4D 5,18,28-204-459-1115,5506.62,FURNITURE
99649,Customer#000099649,mU RBQcej6DT6RxefY98FKzLJfrSVhj,16,26-915-814-4201,3202.74,HOUSEHOLD
36883,Customer#000036883,DvelLXtghmFuyWdAYsrezmGibdlHRl,8,18-935-203-2234,3864.32,BUILDING
89173,Customer#000089173,8WjWcO58IG9,5,15-310-196-5230,4075.37,HOUSEHOLD
115180,Customer#000115180,1YNbbYxMM6N 96U0QnXYNevlUOuyXUGm539b,13,23-367-257-7674,9940.30,MACHINERY
67811,Customer#000067811,rHuyrFryFWq,24,34-717-998-5837,9180.96,BUILDING
49600,Customer#000049600,laCvv7e8AB8sLhwwPB7nlDx,13,23-655-144-1793,378.99,HOUSEHOLD
58357,Customer#000058357,L61UAHMihwJoQpt4hIiGF3pIYB2dfr,4,14-553-712-3247,7198.41,AUTOMOBILE
99682,Customer#000099682,b5Lj50gqS5sQreqhWFK,8,18-995-503-4512,7296.40,AUTOMOBILE
41317,Customer#000041317,"rG8,puM10jZ",13,23-293-195-2003,3047.75,HOUSEHOLD
90026,Customer#000090026,YmxUuZAfCjruTKBmdVnDXr,21,31-731-279-8467,2372.74,AUTOMOBILE
125800,Customer#000125800,4waXV4LEEd93bjQyqAVYtiqSzF0xoH3F,16,26-195-896-4186,-159.73,HOUSEHOLD
52351,Customer#000052351,"B2z8quWXEVlT ,uNb1J978WTjNbd",19,29-941-753-4776,3096.51,AUTOMOBILE
82201,Customer#000082201,9bmbdWX3HukyL1,4,14-282-294-8591,946.66,HOUSEHOLD
73154,Customer#000073154,HlwydjJtqwvWAO5df IKdVh7CTTaLD97rW1R9,18,28-830-185-4624,2013.96,AUTOMOBILE
19039,Customer#000019039,4BAZjQ6G2p5Qa6dk,14,24-469-247-1017,9244.08,BUILDING
69349,Customer#000069349,z7pLf3i9kIwGxh51D zYCp8C8QrUesWMUcc,12,22-776-593-2675,2070.34,AUTOMOBILE
16444,Customer#000016444,BdM6C63DAy1t1T6rXD5yNlg3S7G7TSCF9CN0,18,28-701-345-9683,6560.33,FURNITURE
38524,Customer#000038524,I5egKM6Uzcl4uEAKL1nIqw fVK,17,27-956-586-8732,7283.08,MACHINERY
3808,Customer#000003808,OolE3YUuKrOS3timhJzdDY8cwPeH5kC,1,11-182-820-1227,7503.12,BUILDING
10201,Customer#000010201,"BAoZM5ZQFQSY036D,NN1MxwI2P9,TXkLEgpJ4d5",14,24-280-996-8442,3600.54,BUILDING
121409,Customer#000121409,f5VRg82Me3d6zJ,16,26-520-624-2962,5978.94,FURNITURE
118403,Customer#000118403,xPz9LBAOtunpkmAm,0,10-665-811-1174,9584.13,MACHINERY
64168,Customer#000064168,VU63Llaea0xaRcXlo3 hfgBOi8OI2HDda9Y,3,13-322-149-8048,6045.48,HOUSEHOLD
62455,Customer#000062455,HUbafCIoWWrkMmDEaCMOVWq EleEtrRxL,10,20-640-379-8468,4230.49,BUILDING
107497,Customer#000107497,"iaceEgevrdIwj IkwJ,oTg d7kF",8,18-893-995-7353,7030.03,AUTOMOBILE
30098,Customer#000030098,g6AgY9ecZcwMhWvq5rT7qT gNFno5v4jG2ZrWq,2,12-817-563-4406,5833.76,MACHINERY
39760,Customer#000039760,CV2A dsFwXMikEAObbg5 55,3,13-454-242-3746,-209.08,BUILDING
78023,Customer#000078023,uVpst6i6peA,20,30-732-337-7508,6327.04,HOUSEHOLD
94780,Customer#000094780,fwz9SHIzaJWlLDm6 bKDXO,18,28-112-885-7321,114.10,BUILDING
22186,Customer#000022186,DMP64w4ids5Bq4 tJ2 3o,3,13-760-413-7080,7368.67,MACHINERY
47137,Customer#000047137,OBsEB5CfneVDr4VcbjRxaWrAVHL98Y,9,19-120-158-8884,8572.93,FURNITURE
113722,Customer#000113722,2Cg7HrlUqB,5,15-371-752-7329,3574.06,FURNITURE
56890,Customer#000056890,",UBrHgC466YztA XKbREP4n7kFpKXovkU3Sg3L1w",3,13-483-769-3558,3911.65,BUILDING
77818,Customer#000077818,l9SVFgWKC76OJq,21,31-931-730-6500,4971.90,MACHINERY
64942,Customer#000064942,"6F6u,AcoBVbVcsPH3Z1qW9UfWVnqFaWiVO7HgY",7,17-765-270-8969,-897.74,MACHINERY
19633,Customer#000019633,0aJOuCZ0uwNKRi,16,26-984-518-6577,8752.70,AUTOMOBILE
52519,Customer#000052519,ZDAy5RUCaZag7Qnosw3YBsWXzk2fvlZVBAYRF,20,30-292-640-8234,5058.47,BUILDING
41330,Customer#000041330,j5tfqPKmugcv ,22,32-504-872-5911,1335.44,BUILDING
59582,Customer#000059582,"KC5f7UK1db8N36a,wsbYkSnI8t",8,18-747-258-5735,-408.42,FURNITURE
69868,Customer#000069868,QW7UzExKiJnJDZWue TYEwhM,4,14-581-447-2609,8894.61,AUTOMOBILE
4087,Customer#000004087,qXagFWvVEX6Tk1zd,6,16-785-147-6816,3020.68,AUTOMOBILE
50902,Customer#000050902,5xqUdh1zywxjuqgvtlcofBLnf,11,21-160-554-6436,7181.08,HOUSEHOLD
54917,Customer#000054917,qDYJWOSWVEv1S0P0o MdZ0p7ktX9VwBwv98hA MP,8,18-987-578-7512,389.44,HOUSEHOLD
19499,Customer#000019499,"0OitQoKeOvA5Vz6qZaG,T",14,24-887-406-1159,3041.86,BUILDING
48730,Customer#000048730,"M01dJnvK4s14hjxlwNAafY5N9CWfV1p,",16,26-832-621-1446,9075.68,MACHINERY
137248,Customer#000137248,HwSSUXNBiZ4Caa8TomDA2,11,21-250-948-6054,9920.13,MACHINERY
92677,Customer#000092677,ie6TAozfFJ4giqnSOPJS vuJEXQK9,14,24-485-170-2695,2301.52,AUTOMOBILE
44107,Customer#000044107,Y5fOi9Rw0dTcDM1u6bPfsdefeGaC,14,24-964-407-3432,1665.91,MACHINERY
135136,Customer#000135136,"YlA4ZWZAFADZGsk2x9xUD3,9LApeee8qr",1,11-131-502-2191,8167.13,AUTOMOBILE
108329,Customer#000108329,"onQupjdagLioEDzvx a7,",15,25-966-528-5654,1348.15,MACHINERY
148190,Customer#000148190, 3cKLD3W6TcIPZxKH53U5p dqyyP,17,27-447-673-4698,8500.27,FURNITURE
23644,Customer#000023644,"e4ZgxvU4rKAmhzKPH,xnnQdvwoFREAibK",3,13-914-893-6153,-745.75,FURNITURE
129031,Customer#000129031,"e7Sy0nG6S2i wVkAqmZg5asLAVInNjE,mNg8",18,28-276-461-7091,8013.44,HOUSEHOLD
13744,Customer#000013744,"6OJjUXuGBHuO6AxTcQtnZN6ZqPGMFG,VCtJ",15,25-989-636-1960,837.15,MACHINERY
121798,Customer#000121798,hbFaBnDO9UZxGlZotAqK,5,15-558-323-3511,3170.43,FURNITURE
18443,Customer#000018443,5A3LOWFYWgqbh0OUV7vbIvRoqYhXeP,13,23-853-964-4550,6600.25,HOUSEHOLD
4886,Customer#000004886,Jk3diNqNzx,16,26-731-882-2014,5580.76,AUTOMOBILE
29495,Customer#000029495,soD 83HADbqsg,18,28-964-814-7283,-315.33,HOUSEHOLD
143516,Customer#000143516,SaE0S5vyW98GdtNOyQMla,1,11-603-867-8960,9438.89,AUTOMOBILE
89188,Customer#000089188,"g3XVoibRKtpq9X,8rMbch 6wC7Vssvb",0,10-408-947-4075,2445.84,HOUSEHOLD
30781,Customer#000030781,dyLD1G0yxRM8uFvyUegaauyTHAEq O,20,30-843-390-9526,5852.41,AUTOMOBILE
113611,Customer#000113611,9CIt0QBYPVHtvuF,13,23-213-132-3427,7151.52,FURNITURE
46894,Customer#000046894,RDi0qZJyu2hqoOyaCmfz,12,22-570-603-4303,8974.72,FURNITURE
7564,Customer#000007564,c8weXiX3n4kt7c4vPwV9,15,25-916-467-5854,1352.39,BUILDING
147817,Customer#000147817,"T0zoXqCTii5,NhtPNh HQdRXFPFB",0,10-706-655-6370,6708.61,MACHINERY
85825,Customer#000085825,lfaIJ1IXrljagyuDWX1QAGbD,11,21-107-653-1718,2067.68,BUILDING
78118,Customer#000078118,1baMzpRfB2hxicaZ8sjxP,21,31-488-101-4810,7847.65,FURNITURE
103199,Customer#000103199,sfWy0AXeOjTY4qO0wie57 dsG605JY,18,28-684-334-9215,167.81,BUILDING
127862,Customer#000127862,"mmDIHR33,2K",22,32-494-384-5029,230.72,FURNITURE
26662,Customer#000026662,"Lfa1NhBGEe8lcTzTFXIUgbvnhNO,WJ",8,18-936-402-1444,1407.65,BUILDING
47809,Customer#000047809,1EI gk HdpDLN,16,26-660-210-4685,1900.89,HOUSEHOLD
50069,Customer#000050069,PiCcKeOXypEiIcEeuU,13,23-965-132-7861,5300.73,FURNITURE
72146,Customer#000072146,YsE679vJKyuTNozBjaq4Byr,24,34-458-760-6240,5228.26,AUTOMOBILE
118447,Customer#000118447,F57BRk5ufi1B1A,11,21-638-637-2945,5933.61,FURNITURE
112010,Customer#000112010,27 4QP7NB1oAtPKsw15VC9Ge,4,14-908-271-1336,4945.55,BUILDING
9124,Customer#000009124,4bVFJBwHi6uxvBn6SawYz3a4,19,29-829-276-2621,5583.13,BUILDING
143618,Customer#000143618,GqHkAvrfst,18,28-847-267-1348,667.75,MACHINERY
27962,Customer#000027962,ZVwdl0os0gz5xr uJPdR,3,13-536-734-3415,7274.48,AUTOMOBILE
97540,Customer#000097540,"0Bd5IUvOPOtlU,KRhLEPE t51C6Yo1lGgm0VhuQl",18,28-967-560-1139,6132.37,MACHINERY
33802,Customer#000033802,BOK1elmiMHnY 93TyE88xI3mnIx Dx8NdgA1sA,3,13-495-508-3473,8299.78,BUILDING
118874,Customer#000118874,CxBq6lf0WOJ,5,15-303-493-6761,4084.22,MACHINERY
24760,Customer#000024760,Mm0pmd5nH0Ljjx1Muzlg5Pyocazou1QmR0i,1,11-722-564-3117,7750.31,MACHINERY
24683,Customer#000024683,JsDIwzLapKYhgoVEuqrSqf 60LM7nXOH,24,34-857-603-2809,7260.18,BUILDING
7004,Customer#000007004,hbdYNC29fCFp9fUJmLIT6,24,34-829-154-1338,3189.09,FURNITURE
79432,Customer#000079432,CSUNA1IUVqfip7yRz214zWe7IiVPx64nOd,3,13-506-674-4200,8827.05,FURNITURE
147298,Customer#000147298,Rqlq3CuVJT 1,12,22-968-825-6941,5651.29,HOUSEHOLD
51247,Customer#000051247,6VwwWtPSxnmlH90r1npMcTOHVtcDG,17,27-697-929-1882,3293.22,AUTOMOBILE
104155,Customer#000104155,"CGEILqKVs lsR5BFp8saqO5yxmNYx,9",13,23-126-613-1462,8592.43,AUTOMOBILE
59275,Customer#000059275,pRl7g0YXVS8SPsqR8SY7YEMq63sZAx9mPKWMc,19,29-490-141-5920,3037.68,AUTOMOBILE
76508,Customer#000076508,137gH6jDFVJ1JXg,21,31-349-243-6263,277.70,AUTOMOBILE
4804,Customer#000004804," vXJU6q4gnL6tQXMwnJUHjrw,w3dzsN,",20,30-911-376-7894,691.19,FURNITURE
39292,Customer#000039292,GqEJmyYpZO4jIj9XbAsm1xuE,19,29-473-715-2136,7303.02,FURNITURE
105967,Customer#000105967,erhbiyr1degkx,15,25-152-387-1053,4858.79,HOUSEHOLD
99406,Customer#000099406,IDdf95hV5VDDo8BkGjYznkgVTbigjazoip6RlDFq,20,30-953-146-5948,1859.59,HOUSEHOLD
91456,Customer#000091456,OxlEKyRtkgVTpGJxwHr8P4b5xYLpvlZb5CE,21,31-970-414-7351,6138.51,BUILDING
115423,Customer#000115423,ZfGTKK1JAcTL5q5D6yv66UQP2apyP2A,21,31-545-890-5465,5673.60,MACHINERY
134924,Customer#000134924,"dl,u7,kn9rv",11,21-741-889-3159,5555.09,AUTOMOBILE
14824,Customer#000014824,w9VxBYVhIiY8dYL1EC5pvN0IiFa6FFP,21,31-469-965-7294,2959.12,BUILDING
145102,Customer#000145102,Xgw6oJFZ2k T0nqrA2Eh3OIALWQQt0kjvBsht5,21,31-241-522-2390,9733.77,AUTOMOBILE
5168,Customer#000005168,"o5iumsc0vFDt,GOPmVBAzWWB",11,21-603-614-7358,5783.09,HOUSEHOLD
113852,Customer#000113852,"1GQ AqtNaIVH59HCajT6Ai5MF,6h ,x919d",18,28-397-752-7306,-732.63,MACHINERY
38560,Customer#000038560,ezs4KwbyAT0JSN,5,15-603-323-1807,1312.54,FURNITURE
80428,Customer#000080428,A6SKzB vKIqe0cjCJ3fQpF2,2,12-362-272-6095,1907.81,BUILDING
68350,Customer#000068350,wokqeuiFuxn2lOVnrupYoH,1,11-714-448-3090,8629.43,BUILDING
